
0x0017f05a このままゲームを始める。
0x00dceb06 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x00dceb48 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x00dceb8a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x00dcebcc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x00dcec0e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x00dcec48 レッドローブ　　魔法使いのマント
0x00dcec8c イエローローブ　魔法使いのマント
0x00dcecae シルバーローブ　魔法使いのマント
0x00dcecd0 ゴールドローブ　魔法使いのマント
0x00dcecf2 ウッドシールド　木製なので軽くて動きやすいが防
0x00dcee60 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x00dceea2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x00dceee0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x00dcef22 ゴールドシールドこの盾は最強の盾といえるだろう。
0x00dcef54 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x00dcef84 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x00dcefb4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x00dcf014 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x00dcf066 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x00dcf0a2 スパイクブーツ　氷の上でも滑らない。
0x00dcf10a ツルハシ　　　　
0x00dcf11c ダガー　　　　　投げナイフ。
0x00dcf13a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x00dcf172 オレンジ　　　　体力が２０回復する。
0x00dcf198 チェリー　　　　体力が５０回復する。
0x00dcf1be リンゴ　　　　　体力が完全回復する。
0x00dcf1f6 エリクサー　　　復活剤。
0x00dd05fa プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x00dd063e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド
0x00de9e39 どの薬を　　　　もっていく？　　
0x00de9e5a いる　
0x00de9e6b もっとお持ちに　なりますか？　　
0x00de9e8c いる　
0x00de9e9d どれをさしあげましょうか？
0x00de9eda 　ＹＥＳ
0x00de9eec あなたはそのアイテムをこれ以上持てません。
0x00de9f1a がんばって！
0x00e01407 ラフィーア
0x00e01417 フィーザ
0x00e0143f ロボットゴーレム
0x00e014b1 ラフィーアと言います。
0x00e016d1 なたに渡したい
0x00e0175a あげるよ！
0x00e0177b ひっかかったなー。　メイル！
0x00e017dc おっ先ー！！
0x00e01815 メイルは、後からおいで！
0x00e01897 いったろう？
0x00e018c3 パワーアップできたよ。
0x00e0195a それとも、僕に勝つことが
0x00e019bc ロボットゴーレムは、もう先に
0x00e01a03 ぼくは、
0x00e01a0c この研究室にいるからね。
0x00e01a25 これは、あの小型ロボットが、
0x00e01a5f しまった時に役立つ装備さ。
0x00e01a95 ロボットに完成してしまったら、メイルが装備している抵抗軍の
0x00e01b16 そこで、この剣士の装備は、
0x00e01b8b あんたどうしてそこまで、
0x00e01bb5 あんたは、一体何者なの？
0x00e01c20 それに僕は、ただの抵抗軍の
0x00e01c46 メイル、僕の作った剣士の装備を使って、巨大ロボットを絶対に
0x00e01d06 もらいました。
0x00e01d22 どうやら、この勝負あたしの
0x00e01d6c おっ、アイツこんどは
0x00e01e21 あーよく寝たキィ。
0x00e01e34 おや？　この前、
0x00e01e5c ん〜！？
0x00e01e66 　メイルだキィ。
0x00e02095 さあ、オレの足につかまれキィ！レッツゴーキィ！！
0x00e020dc もう少しで、研究室があるキィ。じゃあオレは、帰るキィ。
0x00e02171 あぁ、ちょっと待ってよ。
0x00e021a9 まったく一人でペラペラ
0x00e021e8 でも、たすかっちゃったわ。
0x00e02205 ありがとう。
0x00e02261 メイルさん。
0x00edf154 プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x00edf198 プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド
0x00f17b49 メイル
0x00f17b55 タット
0x00f193ce ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x00f1940c ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x00f1944e ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x00f19490 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x00f194d2 ライトセイバー　現存する剣の中で最強を誇る剣。
0x00f19502 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x00f19576 サンダーの魔法　雷の槍が敵を　　貫通
0x00f1959c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x00f195de フォース　　　　自らの魔力を弾にして敵に放つ。
0x00f1960e ファイアボール　体内にためた炎を吹き出す。
0x00f1963a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x00f1967c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x00f196dc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x00f19716 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x00f19758 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x00f1979a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x00f197dc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x00f1981e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x00f19858 レッドローブ　　魔法使いのマント
0x00f1989c イエローローブ　魔法使いのマント
0x00f198be シルバーローブ　魔法使いのマント
0x00f198e0 ゴールドローブ　魔法使いのマント
0x00f19a50 て動きやすいが防御能力は低い。
0x00f19a70 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x00f19ab2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x00f19af0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x00f19b32 ゴールドシールドこの盾は最強の盾といえるだろう。
0x00f19b64 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x00f19b94 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x00f19bc4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x00f19c24 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x00f19c76 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x00f19cb2 スパイクブーツ　氷の上でも滑らない。
0x00f19d1a ツルハシ　　　　
0x00f19d2c ダガー　　　　　投げナイフ。
0x00f19d4a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x00f19d82 オレンジ　　　　体力が２０回復する。
0x00f19da8 チェリー　　　　体力が５０回復する。
0x00f19dce リンゴ　　　　　体力が完全回復する。
0x00f19e06 エリクサー　　　復活剤。
0x00f1b1da プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x00f1b21e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド

0x00f34a3b いらっしゃい　　何にする？　　　
0x00f34a5c 　買う
0x00f34a63 　　売る　
0x00f34a6e 　治療
0x00f34a75 　　説明
0x00f34a7f 他にも何か用が　あるかい？　　　
0x00f34aa0 　買う
0x00f34aa7 　　売る　
0x00f34ab2 　治療
0x00f34ab9 　　説明　
0x00f34ac5 どれを買う？
0x00f34ad3 　でいい？　　　
0x00f34ae4 　ＹＥＳ
0x00f34af0 ＮＯ
0x00f34af6 あなたはそのアイテムをこれ以上持てないよ。
0x00f34b22 お金が足りないよ
0x00f34b36 ありがとう
0x00f34b42 何を売ってくれるのかな？
0x00f34b5c になるよ　　　
0x00f34b6b 　ＹＥＳ
0x00f34b77 ＮＯ
0x00f34b7d これ以上　売れるものがないよ
0x00f34b9b 治療に　　　　　ゴールド必要だよ治療する？　　　
0x00f34bcc 　ＹＥＳ
0x00f34bd8 ＮＯ
0x00f34bde どこにも異常は　ないよ。
0x00f34bf8 お大事に‥‥。

0x00f4bf90 兵士
0x00f4bf9a ブラッキィ
0x00f4bfaa 皇帝
0x00f4bfb4 ペンギン
0x00f4bfc2 謎の男
0x00f4bfce ブーメラン職人
0x00f4bff2 ここはペンギンだけの国だ。
0x00f4c00d 他の種族が侵入することは、
0x00f4c028 皇帝陛下よりかたく禁止されて
0x00f4c045 いる。
0x00f4c04c さぁ出ていきたまえ！
0x00f4c069 何よそれ？　そんなのそいつの
0x00f4c086 勝手じゃないの。
0x00f4c097 あたしはただ、この国のどこかにあるっていう水晶玉を見つけに
0x00f4c0d2 来ただけよ。
0x00f4c0e3 そんなきまりがあるとは、
0x00f4c0fc 知りませんでした。
0x00f4c10f 僕はただ、この国にあるという
0x00f4c12c 水晶玉を見つけに来ただけです。用がすめば、出て行きますから。
0x00f4c16d そんなの知らなかったガウ。
0x00f4c216 ∩憬
0x00f4c2d0 いう
0x00f4c2d5 水晶玉を探しにきただけガウ。
0x00f4c315 聞いたことがない。
0x00f4c328 さては、そうやって訳のわから
0x00f4c345 ない作り話をして、この国に
0x00f4c360 侵入しようという魂胆だな。
0x00f4c37b そうはいかんぞ！！
0x00f4c38e ちょっと、
0x00f4c399 我々と一緒にきてもらおう！
0x00f4c3bc やめなさいっ！！
0x00f4c3cf 放せっつーの！！
0x00f4c3e1 ちょ、ちょっと待って！
0x00f4c3f8 話せばわかる。
0x00f4c407 やめてくださいっ！！
0x00f4c41d なにするガウ！！
0x00f4c42e はなせガウ！！
0x00f4c458 駄目じゃないか。
0x00f4c469 クリスタルとやらは陛下が、
0x00f4c484 きっと取り戻してくださる。
0x00f4c49f 余計なことはせず、
0x00f4c4b2 陛下がお戻りになられるまで、
0x00f4c4cf 安全な所で待っているんだ。 
0x00f4c52d なくなった。
0x00f4c53a 俺も、
0x00f4c541 新しい仕事を探さなくちゃ。
0x00f4c564 ねぇ、出してよ！！
0x00f4c577 あたしの人生を、氷づけにでも
0x00f4c594 するつもりなの？
0x00f4c5a5 ちょっと！
0x00f4c5b1 出してくださいっ！
0x00f4c5c4 僕はあなたがたに、危害を加えるつもりはありません！！
0x00f4c5fa 腹へったガウ！
0x00f4c60a 寒いガウ！
0x00f4c617 もう、閉じ込められるのは
0x00f4c630 いやだガウ！！
0x00f4c65f 下がっておれ。
0x00f4c670 兵士
0x00f4c677 わかりました、皇帝陛下。
0x00f4c6a2 許してもらいたい。
0x00f4c6d3 部下の話だと、クリスタルを
0x00f4c6ee 探しに来たというではないか。
0x00f4c70b この国で、クリスタルの存在を
0x00f4c728 知るのは、わしだけじゃから部下たちがでまかせだと思うのも
0x00f4c761 無理はない。
0x00f4c776 それは、一体どこにあるわけ？
0x00f4c793 あれがないと、魔神の復活を
0x00f4c7ae とめることができないの。
0x00f4c7cb そのクリスタルは、どこにあるのです？
0x00f4c7f0 あれがないと、魔神の復活を
0x00f4c80b とめることができないんです。
0x00f4c82c 頼むガウ。
0x00f4c837 それがどこにあるか、
0x00f4c84c 教えてほしいガウ。
0x00f4c866 あれはこの国の象徴であり、
0x00f4c881 邪悪な力を打ち砕く力を持って
0x00f4c89e いる。
0x00f4c8a7 あれなくして、この国の調和は
0x00f4c8c4 保たれんのじゃ。
0x00f4c8d7 クリスタルは４つあってな、
0x00f4c8f2 魔神の手下に、奪われて
0x00f4c909 しまったのじゃ。
0x00f4c91c そなたたちは、ここで待って
0x00f4c937 いるがよい。
0x00f4c946 外は危険じゃから、くれぐれも
0x00f4c963 出てはいかんぞ。
0x00f4c97c ちょ、ちょっと待って…
0x00f4c994 ちょ、ちょっと待って…
0x00f4c9ac あっ、ちょっと待つガウ！
0x00f4c9d3 愛しのメイルちゃん
0x00f4c9e9 ゲゲッ！！
0x00f4c9f9 メイルちゃんも、この国に来たのかい？
0x00f4ca20 まさか君も、海賊船の宝を
0x00f4ca39 狙いにきたんじゃないだろうな？あれは僕のだぞ！！
0x00f4ca6d 宝ですって！
0x00f4ca7c どんな宝だか知らないけど…、
0x00f4ca99 あんたが探してるくらいだから、ろくなもんじゃないんでしる_s
0x00f4caf6 婀兵
0x00f4cafb 宮鑢3穽hw迎
0x00f4cc06 今のあたしは、クリスタルを
0x00f4cc21 探すことが精いっぱいで
0x00f4cc38 それどころじゃないのよ。
0x00f4cc57 ああっ！
0x00f4cc65 あれ、タット君も、この国に
0x00f4cc80 来たのかい？
0x00f4cc8f まさかタット君も、海賊船の宝を狙いにきたんじゃないだろうな？あれは僕のだぞ！！
0x00f4cce1 僕たちは、クリスタルを探しに
0x00f4ccfe 来たんです。
0x00f4cd0b 宝を取ったりはしません。
0x00f4cd2a ガウ！？
0x00f4cd38 あれ、あんたも、この国に
0x00f4cd51 来たのかい？
0x00f4cd60 まさかあんたも、海賊船の宝を狙いにきたんじゃないだろうな？あれは僕のだぞ！！
0x00f4cdb0 宝？
0x00f4cdb7 宝には興味ないガウ。
0x00f4cdcc クリスタルのほうが、大事ガウ。
0x00f4cdf0 クリスタルねぇ…。
0x00f4ce03 それって、高く売れるのかい？
0x00f4ce2a なに言ってんのよ！
0x00f4ce3d そんなことしたら、タダじゃ
0x00f4ce58 おかないからね。
0x00f4ce6c えっ！
0x00f4ce75 そんなことしないでくださいよ。大変なことになってしまいます
0x00f4ceb0 から。
0x00f4ceba オマエ、そんなことしたら
0x00f4ced3 食ってやるガウ。
0x00f4cf06 ここから出られるのかなぁ。
0x00f4cf6f そんな格好で。
0x00f4cf7e タット君はいいなぁ。
0x00f4cf93 あったかそうなマント着てて。
0x00f4cfb0 ガウさんはいいですね。
0x00f4cfc7 肉がいっぱいついてて…。
0x00f4cfe0 あ、いや…その…、
0x00f4cff3 あったかそうですね。
0x00f4d026 あっ、待ちなさいよ！
0x00f4d03c あっ、待って！
0x00f4d04c あ〜、待つガウ！
0x00f4d09c いなくなったはずだけど…。 
0x00f4d0bd おや…、魔物たちがいなくなったからあんたら
0x00f4d10c 人間も、戻ってきたのかい？
0x00f4d127 怪獣も、戻ってきたのかい？
0x00f4d153 あんたら、逃げ遅れたんだな？
0x00f4d170 いつ逃げるんだい？
0x00f4d183 逃げるときは、
0x00f4d192 俺も一緒に頼むよ。
0x00f4d1a5 魔物がいなくなったから、逃げる必要もなくなった。
0x00f4d1d6 皇帝もいなくなったことだし、
0x00f4d1f3 俺が皇帝に立候補しようかな。
0x00f4d233 皇帝が万事丸くおさまるように、やってきたんだけどよ…。
0x00f4d26a 魔物が棲みつくようになって
0x00f4d285 からは、何もかもがおかしく
0x00f4d2a0 なっちまったんだ。
0x00f4d2b3 特に皇帝の動きが…。
0x00f4d2c8 おっといけねぇ、
0x00f4d2d9 口がすべっちまった。
0x00f4d2ee 今の事は皇帝や兵隊さんたちには内緒だぜ。 
0x00f4d31a やっぱり、皇帝が怪しいと思ったんだ。
0x00f4d33f 俺は最初からわかっていたんだ。もうこれからは、
0x00f4d36e 俺が皇帝になるしかないな。
0x00f4d3a6 氷の世界には慣れてるが、
0x00f4d3bf あんたなんか、慣れてないから
0x00f4d3dc 歩きづらいだろう？
0x00f4d3ef ここの店でいいもか

0x00f4d53c から買っていきな。
0x00f4d55c ちょっとお。　もしもし？
0x00f4d575 なんでうしろ向いてんのよ？
0x00f4d5b5 ブーメランを持っておるよう
0x00f4d5d0 じゃな。
0x00f4d5d9 わしはブーメラン職人。
0x00f4d5f0 わしにかかれば、ブーメランの
0x00f4d60d 切れ味はさらに鋭くすることが
0x00f4d62a できる。
0x00f4d633 どうじゃ？ 
0x00f4d641 ９９９０Ｇｏｌｄ
0x00f4d653 じゃが…。.
0x00f4d665 ブーメラン職人
0x00f4d676 くれぐれもブーメランを
0x00f4d68d 売らんようにな。
0x00f4d69e わしがやってやるのは、
0x00f4d6b5 一回きりじゃからの。
0x00f4d6db あのー。　どうしたんですか？
0x00f4d70c オッサン。　オッサン。
0x00f4d723 どうしたんだガウ？
0x00f4d73b 兵士
0x00f4d742 君達か…。
0x00f4d74d さっきはすまなかったな。
0x00f4d766 昔はここも人間や他の種族たちと助け合って、共存していたんだ。
0x00f4d7a3 でも、つい最近巨大な寒波と
0x00f4d7be ともに魔物たちがおそって
0x00f4d7d7 きたんだ。
0x00f4d7e2 それで、他の種族は皆、寒さに
0x00f4d7ff 耐えられないとか、魔物が恐い
0x00f4d81c とか言ってこの国を捨てて
0x00f4d835 しまったんだ。
0x00f4d844 そして残ったのは、
0x00f4d857 我々ペンギン族だけになって
0x00f4d872 しまったんだ。
0x00f4d889 じゃあ、昔はもっといろんな
0x00f4d8a4 人たちがいたわけ？
0x00f4d8b7 情けないったら、
0x00f4d8c8 ありゃしないわ！！
0x00f4d8df なぜ、みんなで戦おうと
0x00f4d8f6 しなかったんだ！！
0x00f4d90d 勝手ガウ！
0x00f4d918 自分の事しか考えられないなんていけないガウ！！
0x00f4d94c 兵士
0x00f4d953 お前も、
0x00f4d95c そいつらの仲間だろうが！！
0x00f4d977 …すまん。
0x00f4d984 この国の未来と魔物たちの事で
0x00f4d9a1 頭がいっぱいなんで…、
0x00f4d9b8 悪いことは言わん。
0x00f4d9cb ここで陛下の帰りを、待つんだ。
0x00f4d9ea 今行くのは、火の中に身を
0x00f4da03 投げるのと同じだ。
0x00f4da16 クリスタルのことは、
0x00f4da2b 陛下にまかせて…。
0x00f4da46 バカ言わないでよ。
0x00f4da59 こっちはすぐに必要なのよ！
0x00f4da74 どいてちょうだい！！
0x00f4da8a でも、
0x00f4da91 皇帝のことも気がかりだし、
0x00f4daac やっぱり行くよ。
0x00f4dabe 皇帝だけじゃ、危ないガウ。
0x00f4dad9 オレもいくガウ。
0x00f4daea 鍛えてもらえますか？
0x00f4db01 はい
0x00f4db0b いいえ
0x00f4db36 よしっ！
0x00f4db3f これでお前さんのブーメランは
0x00f4db5c 相当強くなったはずじゃ
0x00f4db83 もうけそびれたわい。
0x00f73949 メイル
0x00f73955 タット
0x00f73961 ガウ
0x00f751ce ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x00f7520c ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x00f7524e ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x00f75290 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x00f752d2 ライトセイバー　現存する剣の中で最強を誇る剣。
0x00f75302 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x00f75344 ファイア　ＤＸ　ファイアの魔法が３つに分裂する。
0x00f75376 サンダーの魔法　雷の槍が敵を　　貫通
0x00f7539c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x00f753de フォース　　　　自らの魔力を弾にして敵に放つ。
0x00f7540e ファイアボール　体内にためた炎を吹き出す。
0x00f7543a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x00f7547c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x00f754b4 アイアンクロー　鋭い爪で敵を切り刻む。
0x00f754dc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x00f75516 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x00f75558 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x00f7559a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x00f755dc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x00f7561e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x00f75658 レッドローブ　　魔法使いのマント
0x00f7567a ブルーローブ　　魔法使いのマント
0x00f7569c イエローローブ　魔法使いのマント
0x00f756be シルバーローブ　魔法使いのマント
0x00f756e0 ゴールドローブ　魔法使いのマント
0x00f75702 ウッドシールド　木製なので軽く
0x00f75850 て動きやすいが防御能力は低い。
0x00f75870 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x00f758b2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x00f758f0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x00f75932 ゴールドシールドこの盾は最強の盾といえるだろう。
0x00f75964 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x00f75994 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x00f759c4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x00f759f4 ミスリルミラー　魔法の力で敵の攻撃を跳ね返す。
0x00f75a24 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x00f75a54 無敵　　　　　　一定時間無敵！！
0x00f75a76 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x00f75ab2 スパイクブーツ　氷の上でも滑らない。
0x00f75ad8 石靴　　　　　　トゲの上でも平気で歩ける。ただしジャンプ力下がる
0x00f75b1a ツルハシ　　　　
0x00f75b2c ダガー　　　　　投げナイフ。
0x00f75b4a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x00f75b82 オレンジ　　　　体力が２０回復する。
0x00f75ba8 チェリー　　　　体力が５０回復する。
0x00f75bce リンゴ　　　　　体力が完全回復する。
0x00f75c06 エリクサー　　　復活剤。
0x00f76fda プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x00f7701e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド
0x00f908c5 どれを買う？
0x00f908e4 　ＹＥＳ
0x00f908f6 あなたはそのアイテムをこれ以上持てないよ。
0x00f90922 お金が足りないよ
0x00f90936 ありがとう
0x00f9095c になるよ　　　
0x00f9096b 　ＹＥＳ
0x00f9097d これ以上　売れるものがないよ
0x00f909cc 　ＹＥＳ
0x00f909de どこにも異常は　ないよ。
0x00f909f8 お大事に‥‥。
0x00fa7d43 ブラッキィ
0x00fa7d53 ペンギン
0x00fa7d61 マテリアル
0x00fa7d71 ナッツ・クラッカー
0x00fa7d89 リップ・ファジル
0x00fa7dd4 あら？
0x00fa7ddb なにかしら、これ？
0x00fa7e03 ついに今までのツケが、まわってきたわね。
0x00fa7e49 ないわ。
0x00fa7e52 このまま凍っていたほうが、
0x00fa7eaa たしか、鉱山の
0x00fa7ece お茶を飲んでいたっけ。
0x00fa7ee5 あれをもらえば！！
0x00fa7ef9 あれ？
0x00fa7f00 これはブラッキィさんじゃない
0x00fa7f1d ですか。
0x00fa7f26 モンスターの仕掛けた、
0x00fa7f3d ワナにかかってしまったみたい
0x00fa7f5a ですね。
0x00fa7f63 このままにしておきたい気も
0x00fa7f7e するけど、やっぱり助けて
0x00fa7f97 あげなけ
0x00fa80d6 あ、そうだ。鉱山の入り口にいた、鉱夫が
0x00fa812e ガウ？　コイツ、
0x00fa813f ブラッキィってやつガウ。
0x00fa8158 じゃまだガウ。
0x00fa8195 あ、そうガウ。
0x00fa81f8 あら？
0x00fa81ff お湯が足りなかったみたい。
0x00fa823e お湯が足りなかったみたいだ。
0x00fa828f もっと、
0x00fa8298 お湯が、必要みたいだガウ。
0x00fa82c4 どうして、僕はこんな所に…。
0x00fa834b お湯が足りなかったのよ！
0x00fa8395 ブラッキィさん。
0x00fa83c5 ようです。
0x00fa83d0 もうちょっと、待ってて下さい。
0x00fa840b もうちょっと、待つガウ。
0x00fa8470 あんた何やってんのよ…。
0x00fa84b4 おデコなんか冷やして。
0x00fa8575 しょうがないわねぇ。
0x00fa858a ちょっと、待ってなさい。
0x00fa85c4 ちょっと、待ってくださいね。
0x00fa8653 それじゃ！！
0x00fa869d せっかく助けてやったのに、
0x00fa87a0 どーすれば、いいガウか？
0x00fa87f4 あんな魔物たちなんか、
0x00fa880b どっかいってしまえばいいんだ。
0x00fa8862 なったよ。
0x00fa888a いなくなったんだろう？
0x00fa8a00 この山をとりしきって
0x00fa8a3a でも、何だか様子が変だったよ。
0x00fa8a5a さっき報告に来た、兵士たちに
0x00fa8aa9 もう、うかつに人、
0x00fa8abc いや、
0x00fa8ac3 ペンギンは信用できないな。
0x00fa8ade えっ？
0x00fa8afa そしたら、お湯しかないだろう
0x00fa8b17 けど…。
0x00fa8b20 あいにく、この国にはないよ。
0x00fa8b3d お湯と言ったら、
0x00fa8b4e もっと、あったかい所じゃないのかなぁ。
0x00fa8b75 やぁ、どうだい？
0x00fa8b86 お湯は見つかったかい？
0x00fa8b9d さっき、ブラッキィとかいう
0x00fa8bb8 エルフが来てさ、
0x00fa8bc9 ワナにつかまって、えらいめに
0x00fa8be6 あったから、お前たちも
0x00fa8c1a エルフって種族も、けっこういいやつがいるんだな。
0x00fa8ca1 これたの。
0x00fa8cc6 じゃないわよ！
0x00fa8d24 ん！　そこにいるのは
0x00fa8d39 ナッツ・クラッカー！？
0x00fa8d63 グルだったのね。
0x00fa8d8b どうしてこんな所に…。
0x00fa8dc0 これたの。
0x00fa8dcb どうであったか、海底世界は？
0x00fa8df8 そんなことより、
0x00fa8e09 その人形は一体！？
0x00fa8e35 マテリアルガウ！　さっきは
0x00fa8e50 よくもだましてくれたガウな。
0x00fa8e7d どうやって、幻影世界から戻ってきたのだ？
0x00fa8ee3 うしろのヤツは？
0x00fa8f17 わしの最高傑作、
0x00fa8f28 ナッツ・クラッカーじゃ。
0x00fa8ffb やってしまえ！
0x00fa9026 エルフのようにしてやるよ。
0x00fa9049 あたしは、ブラッキィのようにはいかないわよ！
0x00fa908d やられはしませんよ。
0x00fa90a6 オレはそんなに、
0x00fa90b7 マヌケじゃないガウ！
0x00fa90ef くらえっ！
0x00fa9101 『氷結結晶爆裂乱れ撃ち！！！』
0x00fa9425 の身体を完成させねば、
0x00fa9481 やっぱり、あいつらの方が
0x00fa9523 やっぱりこれしかないな。
0x00fa9571 イタタッ！
0x00fa9597 イタタッ！
0x00fa95a8 イッテー！　ガウ！！
0x00fa9784 ところにいるんですか？
0x00fa97be なかったガウ。
0x00fa97ec いるガウ？
0x00fa9878 マテリアルのために盗んだのさ。
0x00fa98ac まだ体がないのさ。
0x00fa9941 じゃ、お先にー！！
0x00fa99d2 マテリアルのために盗んだのさ。
0x00fa9a06 まだ体がないのさ。
0x00fa9a9b じゃ、お先にー！！
0x00fa9b23 この国をしき１?柊
0x00fa9cc8 ペンギンをさがしに、
0x00fa9d03 クリスタルを取りに行くって
0x00fa9d39 けど。
0x00fa9ddd どこよ！！
0x00fa9e08 わかったかしら？
0x00fa9f72 、そうだ。
0x00fa9f92 ペンギンが、来なかったかい？
0x00faa016 クリスタルを返せって、しつこく言ってたけど、姉がだまらせると言って連れて行ったわ。
0x00faa06c それじゃあクリスタルは、
0x00faa085 どこに！！
0x00faa095 そこからよく見えるはずよ。
0x00faa0b0 わかったかしら？
0x00faa149 ら、あの寒波の時
0x00faa2ea どこだガウ！！
0x00faa319 わかったかしら？
0x00faa369 こっちにわたすガウ。
0x00faa3a5 ら、いつのまにかにいなく
0x00faa3be なったとおもっていたら、
0x00faa3d7 また来たの？
0x00fcf749 メイル
0x00fcf755 タット
0x00fd0fce ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x00fd100c ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x00fd104e ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x00fd1090 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x00fd10d2 ライトセイバー　現存する剣の中で最強を誇る剣。
0x00fd1102 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x00fd1176 サンダーの魔法　雷の槍が敵を　　貫通
0x00fd119c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x00fd11de フォース　　　　自らの魔力を弾にして敵に放つ。
0x00fd120e ファイアボール　体内にためた炎を吹き出す。
0x00fd123a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x00fd127c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x00fd12dc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x00fd1316 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
