
0x0011417f ファイアー
0x0015d9cb ﾙｸこれはテレポートの魔法といいまして。
0x0015d9f3 あなたが行ったことのある町へ、一瞬でもどれる魔法なんです。
0x0015da31 あ、それとももうお持ちでしたかな？
0x0015da5e せっかくだから、もらっておくわ。
0x0015da80 じゃあね、あはは。
0x0015da96 ﾙｸおや？　まだなにか？
0x0015daaf ﾈｸい、いえ、べつに。
0x0015dac7 ﾙｸあのアルセイデスをたおしたですと！？
0x0015daee 　いやはや、さすが私が見こんだだけのことはありますな。
0x0015db2a %ｶ失礼します。
0x0015db42 ﾙｸなにかご用ですかな？
0x0015db5b ﾈｸあのー、
0x0015db67 ｹっていう人を知りませんか？
0x0015db89 ｹというと
0x0015db95 妖魔バドゥーを倒された、あの
0x0015dbb3 ｸ様？
0x0015dbbb ﾈｸええ、そうです、そうです。
0x0015dbda ﾙｸ残念ながら、私はお会いしたことがありませんな。
0x0015dc0c この町にいらしてる？　はは、まさか。
0x0015dc4c 少し前までは鉱山として活気があったのですが
0x0015dc77 %ｶ。
0x0015dc7d 今では
0x0015dc85 ｹだらけで、近寄ることもできません。
0x0015dccb 　なっっなんですと！
0x0015dd52 記　録　の　巻　物！！
0x0015dd70 記録の巻物？
0x0015de27 貂さあ、フレイさん。この巻物にむかって念じてください。
0x0015de5f やめる
0x0015de66 アイテム
0x0015de6f 魔法
0x0015de74 ロッド
0x0015de7b を買う
0x0015de82 を売る
0x0015deb3 盾
0x0015deb9 盾
0x0015debf 店をでる
0x0015ded1 買う
0x0015ded6 売る
0x0015dedb 話をする
0x0015df4e 一晩泊まる
0x0015df59 話をする
0x0015df6f 買う
0x0015df74 売る
0x0015df79 記録する
0x0015dfc3 −セーブ−
0x0015dfce 　　１★−−−−−−−
0x0015dfe5 　　２★−−−−−−−
0x0015dffc 　　３★−−−−−−−
0x0015e028 巻物に念じる

0x0015e87d もうダメ〜
0x0015e88c つらいよ〜　　
0x0015e89b う〜ん　　　　
0x0015e8aa へっちゃらぽん
0x0015e8b9 げんきー！　　
0x0015e8de −どこへテレポートしますか？−
0x0015e92a 　アーザルの町
0x0015e939 　アーザルの町　レイジアの村
0x0015e956 　アーザルの町　レイジアの村
0x0015e973 　ヴァルアの町
0x0015e982 　空中城のテラス
0x0015e993 　空中城テラス　結界樹の下
0x0015e9ae 　空中城テラス　結界樹の下
0x0015e9c9 　牢屋１階
0x0015e9d4 　空中城テラス　結界樹の下
0x0015e9ef 　牢屋１階　　　牢屋４階

0x0015efb8 −ＦＲＡＹ−
0x0015efc5 　　　　ロード
0x0015efd4 　　　　最初から
0x0015eff8 −ＣＯＮＴＩＮＵＥ−
0x0015f00d 　　ステージの最初から
0x0015f024 　　セーブした場所から
0x0015f04e −記録した場所−
0x0015f09b アーザルの町　レイジアの村　ヴァルアの町　空中城テラス　結界樹の下　　牢屋１階　　　牢屋４階　　　いけにえの祭壇ヴァルアの祝宴


0x00292a2f ［フレイ］
0x00292a3e ［謎の声］
0x00292a4d ［水竜王］
0x00292a5a だ、だれ！？
0x00292a69 ここを水の神、
0x00292a78 レイトゥーン様ゆかりの地、
0x00292a94 誓約の滝としっての所業か、こたえよ！
0x00292abb ぶぅ。いーじゃない、ちょっとぐらいさわっても。
0x00292aeb べつにへるモンじゃなし・・・
0x00292b0a え〜い、やめいとゆーておろーが！
0x00292b2c はやくやめんと・・・
0x00292b43 だから、あれほどさわるなと言ったではないか！
0x00292b71 神へのボウトクは、この水竜王が許しておくワケにはいかん。
0x00292bac そ、そんな・・・
0x00292bbf しかし私とて神に仕えし身、無用の殺生は好まん。
0x00292bef おとなしくここを去るのであれば見のがしてもやろう。
0x00292c24 たすかるわ。ついでと言っちゃなんだけど・・・
0x00292c52 私をむこう岸まで運んでってくれないかしら？
0x00292c81 ・・・よ、
0x00292c8d よかろう、私は心がひろいからな。
0x00292caf もうすこしまえへ出るがよい。
0x00292cce ん、ありがと。
0x00292cdf 一度ならず二度までも・・・。
0x00292cfd もうカンベンならん、カクゴするがよい！
0x00292d26 また来おったか！
0x00292d38 これ以上、私のスミカをあらされてたまるか！
0x00292d65 ひっどーい！
0x00292d73 それじゃ、まるで私が破壊の帝王みたいじゃない！
0x00292da4 あまりかわらんと思うが・・・。とにかく、いくぞ！
0x00292dd7 わかったわよ。
0x00292de8 多少は
0x00292df0 私の責任でもあるわね。
0x00292e08 像は後でひろって、なおしといてあげるから。
0x00292e35 その言葉にウソいつわりはないな。
0x00292e57 よかろう。ついでだ、コレも持っていくがよい。
0x00292e86 らっき！
0x00292e91 よいな、しかとわすれるでないぞ。
0x00292eb4 フ〜ンだ！　あんなの最初から壊れてたんじゃない。
0x00292ee6 私みたいなカヨワイ乙女が触っただけで壊れるワケないでしょ！
0x00292f23 さ〜ってと、ちょっと回り道しなきゃなんないわね。
0x00292f55 はやくアーザルの町に行かなくっちゃ。


0x002c1a84 ［フレイ］
0x002c1a97 ［イカ］
0x002c1aa4 いったい、なにが目的なの！？　船をこんなにして。
0x002c1ad7 フッ、
0x002c1ade キサマには理解できんだろうな
0x002c1afc 船を壊すというたのしみは！
0x002c1b19 はぁ？
0x002c1b22 見ろ！
0x002c1b29 あのマストのかたむきぐあい！
0x002c1b48 甲板をかけめぐるヒビのびみょーなライン！
0x002c1b73 これを見て、キサマなんとも思わんのかっ！？
0x002c1ba0 なんとかって・・・
0x002c1bb3 と、とにかく！
0x002c1bc3 私は先を急いでるし、あなたの
0x002c1be0 せいで村の人は迷惑してる。
0x002c1bfd ・・・とゆーワケで、あなたにはここで私に倒されてもらうわ！
0x002c1c3a なんと身勝手な娘だ・・・
0x002c1c55 どっちが！　とにかくいくわよ！
0x002c1c76 なまいきな。
0x002c1c83 ワシの力、思い知れ！
0x002c1c9a また来おったか、小娘！
0x002c1cb1 スナオに、ワシの力をみとめたらどうだ！？
0x002c1cdc ふーんだ！　今度は負けないモン！
0x002c1cff 往生際の悪い娘だ。どれ、かるく相手をしてやるか。
0x002c1d32 なぁに？　この期におよんで負け惜しみ言うワケ？
0x002c1d62 湖の主がきいてあきれるわね。
0x002c1d81 断じて負け惜しみなどではないっ！　ただ・・・
0x002c1db0 ただ、なによ？
0x002c1dc1 せめて、ここが海水であったらと思うと・・・
0x002c1dee だったら最初っから
0x002c1e02 こんなトコに、住みつかなきゃ
0x002c1e1f いーでしょーがっ！
0x002c1e34 む、無念じゃ・・・
0x002c1e49 思えば、
0x002c1e52 あわれなイカさんよねぇ〜。


0x002d8e48 ［フレイ］
0x002d8e5b ［ピュラリス］
0x002d8e6e お願い、
0x002d8e77 『神々のツバサ』がほしいの！
0x002d8e96 できぬ相談だな。
0x002d8ea7 あれは、人間ごときが持つべき力ではない。
0x002d8ed2 多くの人たちを助けるために、どうしても必要なの。
0x002d8f05 ダメだって言うなら、力ずくでももらっていくからねっ！
0x002d8f3c 小娘ごときが大きな口をたたきおって・・・。
0x002d8f68 おもしろい、やってみるがよい。
0x002d8f89 また来おったか、小娘！
0x002d8fa2 『神々のツバサ』は私がもらっていくんだからねっ！
0x002d8fd5 どう？
0x002d8fdd 人間の小娘の実力がわかっていただけたかしら？
0x002d900c なるほどな。
0x002d901a そうやって人間は愚かなあやまちを繰り返していくのだな。
0x002d9053 あやまち？
0x002d905f ちがうわ、私は・・・
0x002d9076 わかっておる。
0x002d9086 だが、これだけは忘れるな。
0x002d90a2 過ぎた力は滅びをもたらす。
0x002d90be 人間は、おのれの器を知らなさすぎる。
0x002d90e5 でも、人間だって進歩してるのよ。
0x002d9107 あなたが思ってるほど、人間はバカじゃないわ
0x002d9134 それはどうかな。
0x002d9145 そら、持って行くがよい。
0x002d9160 あのー・・・
0x002d916f わが命、ついえたワケではない。
0x002d918f わが宿命のくさり、
0x002d91a3 解かれることは、ない・・・
0x001d65cf ［トロッコをご利用の方へ］
0x001d65ec 乗ると走り出します。
0x001d6602 分岐点に来たら左右に操作してください。
0x002d91c2 ［石像］
0x002d91cc 「封印のカギ」を確認。
0x002d91e3 どうぞ、お通りください。

0x00307a57 ［フレイ］
0x00307a6a ［フェイザード］
0x00307a83 ［ミルの声］
0x00307a96 ［アイザックの声］
0x00307aaf ［老木］
0x00307ac0 フレイさん！　フレイさん！　聞こえますか？
0x00307aed ミル！？　ど、どこにいるのよ？
0x00307b12 よかった、聞こえてるようですね。
0x00307b34 アイザック先生、成功したようです。
0x00307b59 ええっ、ちょっとそれ、どーゆーコトよ！？
0x00307b86 あいかわらず落ち着きのない娘じゃのう。
0x00307bae わしらは今、城の結界のカベをこえて話しておるのじゃ。
0x00307be9 フレイさん、よく聞いてください。
0x00307c0b 私ひとりだけでも、そちらへ行くことができそうなんです。
0x00307c44 ホント！？
0x00307c55 ただ、そのためにはまだ結界のカベが厚すぎます。
0x00307c85 そこでお願いがあるのですが、
0x00307ca3 あなたにその結界の中心部を破壊していただきたいのです。
0x00307cdc そう言われても、どれが結界の中心なんだか・・・
0x00307d0f 何かあるじゃろう、ホレ。
0x00307d29 テカテカ光る大きな石とか、若葉をおいしげらせた大木とか。
0x00307d66 ・・・大木・・・
0x00307d77 ・・・木・・・
0x00307d87 言われてみれば、たしかにそんな木があるわね。
0x00307dba そっ、それに違いありません！　早くそれを・・・
0x00307deb きゅ、急にそう言われたってねぇ・・・
0x00307e12 い、いたたたたた・・
0x00307e2d フレイさん、どうしました！？　フレイさ・・・
0x00307e5e え・・・ちょっと、
0x00307e72 　ミル！？　ミル！！
0x00307e8a ・・・きれちゃった・・・
0x00307ea5 オマエか、ワシの結界に干渉してくるのは。
0x00307ecf どういうつもりだ。
0x00307ee4 つもりも何も・・・。
0x00307ef9 あなたたちのせいで、こっちはいい迷惑よ。
0x00307f23 痛い目にあわされるのがヤなら、さっさと結界をといてよね。
0x00307f5e べぇぇぇ〜つぅぅぅにぃぃぃ〜〜〜。
0x00307f82 だって、ウチの近くにも似たのがいるモン！
0x00307fad ・・・・・っ！
0x00307fbc そ、そやつがなにモノかは知らんがな・・・
0x00307fe6 このワシとそこらヘンの木を、
0x00308003 いっしょにするでないっ！
0x0030801d ・・・よかろう。
0x0030802f そこまで言うなら、ワシの力を見せてくれようぞ！
0x00308060 また来たか。
0x0030806e 人間の分際で、このワシに勝てると思っておるのか！
0x003080a1 さっきは手をぬいてあげてたのよっ！
0x003080c5 こんどはホンキでいくからねっ！
0x003080e6 よもや、
0x003080ef このワシが
0x003080fb 人間の娘にたおされようとは。
0x00308119 ・・・主よ、盟約を果たせなんだワシを許してくれ・・・
0x00308154 ・・・レイさん！　フレイさん！
0x00308175 ミル！　さっきはどうしたのよ！？
0x0030819c わかりません。
0x003081ac なぜか急に結界が強くなったみたいです。
0x003081d5 とりあえず結界の中心らしきモノは倒したわ。
0x00308201 すぐこっちへ来れるんでしょ。
0x00308222 そうカンタンにいくもんではないわい。
0x00308248 こやつをそっちへ送るには、もう少し時間が必要じゃな。
0x00308283 ということだそうです。
0x0030829b もうしばらく待ってください。
0x003082ba そんなコト言ってたらミリーが・・・。
0x003082e0 私はどんどん先に
0x003082f5 進む・・・わ・・・。
0x00308312 フレイさん、どうしたんですか？
0x00308333 あ、あらたなキョーフ・・・・・。
0x00308356 あ・・・あのね、さっきはああするしかなかったのよ。
0x00308389 だ、だから・・・
0x0030839e 　　　　（ずるっ☆）
