0x000bd7d0 通信エラーが発生しました！
0x000ceee6 付けよう。
0x000ceef1 てゆーか猫名決定？
0x000cef04 私が姿と魂を
0x000cef11 モデルにした
0x000cef1e 女の子です。
0x000cef2b 麻美さんは、
0x000cef38 仲間のために不良に
0x000cef4b 立ち向かった、
0x000cef5a 仲間思いの
0x000cef65 人なのです。
0x000cef72 今度、会ったら
0x000cef81 お友達になりたいな。
0x000cef96 てゆーか友人決定？
0x000cefac 夏美さんが
0x000cefb7 大人の階段登る銃で
0x000cefca 大人になった姿です。
0x000cefdf 私も早く大人になって
0x000ceff4 おじさまの素敵な
0x000cf005 恋人になりたいな…。
0x000cf01a てゆーか大言壮語？
0x000cf030 おじさまが、
0x000cf03d ダンガル欲しさに
0x000cf04e ペコポン人スーツで
0x000cf061 私と漫才をした
0x000cf070 姿です。
0x000cf079 おじさまは、
0x000cf086 宇宙
0x000cf08b お笑いスター誕生で
0x000cf09e １０週連続勝ち抜いた
0x000cf0b3 そうです。
0x000cf0be やっぱりおじさまは、
0x000cf0d3 すごいです。
0x000cf0e0 てゆーか芸人一筋？
0x000cf0f4 私です。
0x000cf0fd おじさまと
0x000cf108 漫才した時に
0x000cf115 使った名前です。
0x000cf126 コンビ名は、
0x000cf133 宇宙漫才ハルマゲドン
0x000cf148 といいます。
0x000cf155 コンテストでは
0x000cf164 優勝できたし
0x000cf171 また、機会があれば
0x000cf184 漫才がしたいです。
0x000cf197 てゆーか夫婦漫才？
0x000cf1ac この方は、
0x000cf1b7 グラビアアイドルの
0x000cf1ca メロディハニーさん
0x000cf1dd です。
0x000cf1e4 やっぱり、
0x000cf1ef グラビア撮影を
0x000cf1fe する人は、
0x000cf209 きれいですね。
0x000cf218 てゆーか眺望絶佳？
0x000cf22b 私もあんなふうに
0x000cf23c きれいになれたら
0x000cf24d いいなぁ。
0x000cf258 てゆーか未来想像？
0x000cf26c おじさまの
0x000cf277 掃除道具を装備した
0x000cf28a 究極の
0x000cf291 掃除スタイルです。
0x000cf2a4 おじさまが、
0x000cf2b1 この装備をしたら
0x000cf2c2 掃除において宇宙一に
0x000cf2d7 なるんじゃないかな。
0x000cf2ec てゆーか宇宙最強？
0x000cf300 なぜタマちゃんは、
0x000cf313 嫉妬してるの
0x000cf320 でしょう？
0x000cf32b 私には
0x000cf332 わからないです。
0x000cf343 嫉妬ばっかりしてちゃ
0x000cf358 体に悪いですよ。
0x000cf369 てゆーか健康第一？
0x000cf37c おじさまが
0x000cf387 ギロロさんを
0x000cf394 人生が２度あれば銃で
0x000cf3a9 撃った時の姿ですね。
0x000cf3be ちょっと
0x000cf3c7 かわいかったり。
0x000cf3d8 みんな
0x000cf3df 赤ちゃんの時は、
0x000cf3f0 かわいいんですね。
0x000cf403 てゆーか母性本能？
0x000cf418 おじさまの昔話で
0x000cf429 登場した
0x000cf432 発明家さんですね。
0x000cf445 おじさまの話は、
0x000cf456 怖かったです。
0x000cf465 てゆーか恐怖体験？
0x000cf478 ドロロさんの
0x000cf485 アサシン時代の
0x000cf494 姿ですね。
0x000cf49f 小さい時におじさまに
0x000cf4b4 いろいろ
0x000cf4bd 禁止させられて
0x000cf4cc かわいそうでした。
0x000cf4df てゆーか精神訓練？
0x000cf4f4 すももちゃんが、
0x000cf505 ペコポン人の姿に
0x000cf516 変身した姿です。
0x000cf527 アホトロン星人は、
0x000cf53a 甲状腺ホルモンを
0x000cf54b 自由に調節して
0x000cf55a 変身する事が
0x000cf567 できるんですって。
0x000cf57a てゆーか形態変化？
0x000cf688 ケロロ軍曹
0x000cf694 タママ二等兵
0x000cf6a4 ギロロ伍長
0x000cf6b0 クルル曹長
0x000cf6bc ドロロ兵長
0x000cf6c8 すもも
0x000cf6d0 ケロロＤ
0x000cf6dc 日向　冬樹
0x000cf6e8 日向　夏美
0x000cf6f4 日向　秋
0x000cf700 西澤　桃華
0x000cf70c ポール森山
0x000cf718 アンゴル・モア
0x000cf728 サブロー
0x000cf734 東谷　小雪
0x000cf77c ガマ星雲第５８番惑星
0x000cf791 特殊先行部隊隊長
0x000cf7a2 なのです。
0x000cf7ad ペコポン侵略に来て
0x000cf7c0 冬樹さん、夏美さんに
0x000cf7d5 見つかってしまい
0x000cf7e6 日向家で捕虜に
0x000cf7f5 なってしまいました。
0x000cf80a ケロロ小隊の仲間を
0x000cf81d 集め日向家の地下に
0x000cf830 基地を作ったんです。
0x000cf845 おじさまは、
0x000cf852 日々ガンプラを作り
0x000cf865 ダラダラしています。
0x000cf87a てゆーか侵略放棄？
0x000cf890 タマちゃんは、
0x000cf89f キレると
0x000cf8a8 何をするか
0x000cf8b3 わからないのです。
0x000cf8c6 てゆーか二重人格？
0x000cf8d9 タマちゃんの
0x000cf8e6 おじさまへの
0x000cf8f3 優しさは、
0x000cf8fe 私も見習わないと
0x000cf90f いけませんね。
0x000cf91e てゆーか誠心誠意？
0x000cf934 ギロロさんは、
0x000cf943 日向家の庭に
0x000cf950 勝手にテントを建てて
0x000cf965 住んでいるのです。
0x000cf978 そのテントに
0x000cf985 子猫さんが来る事も
0x000cf998 あります。
0x000cf9a3 ギロロさんといえば、
0x000cf9b8 銃の腕前ですよね。
0x000cf9cb 銃を撃たせたら
0x000cf9da 命中率が
0x000cf9e3 なんと、
0x000cf9ec １００％なんです。
0x000cf9ff すごいですよねぇ。
0x000cfa12 てゆーか百発百中？
0x000cfa25 でも、ベルトがないと
0x000cfa3a ぜんぜん当たらなく
0x000cfa4d なってしまうんです。
0x000cfa62 てゆーか百発零中？
0x000cfa78 クルルさんは、
0x000cfa87 発明家で日々発明を
0x000cfa9a しています。
0x000cfaa7 発明品は、すごいもの
0x000cfabc ばかりなんです。
0x000cfacd 大人を子供にする
0x000cfade 人生が２度あれば銃
0x000cfaf1 子供を大人にする
0x000cfb02 大人の階段登る銃など
0x000cfb17 を作るなんて
0x000cfb24 すごいです。
0x000cfb31 てゆーか大発明家？
0x000cfb44 ドロロさんは、
0x000cfb53 ペコポンに来て名前を
0x000cfb68 変えたのです。
0x000cfb77 変える前は、
0x000cfb84 ゼロロさん
0x000cfb8f だったのです。
0x000cfb9e おじさまと
0x000cfba9 ギロロさんと
0x000cfbb6 ドロロさんは、
0x000cfbc5 小訓練所からの
0x000cfbd4 同級生だった
0x000cfbe1 そうです。
0x000cfbec てゆーか竹馬之友？
0x000cfc00 すももちゃんは、
0x000cfc11 宇宙アイドルです。
0x000cfc24 宇宙での
0x000cfc2d ヒットチャート
0x000cfc3c 連続１位の記録更新中
0x000cfc51 なのです。
0x000cfc5c おじさまやいろいろな
0x000cfc71 人たちに人気があって
0x000cfc86 すごいなぁと
0x000cfc93 思います。
0x000cfc9e てゆーか一世風靡？
0x000cfcb4 おじさまが本気に
0x000cfcc5 なっちゃいましたね。
0x000cfcda 全長
0x000cfcdf １４０ｍ（？）
0x000cfcee 重量
0x000cfcf3 ２２６．４ｔ（？）
0x000cfd06 すっごい
0x000cfd0f 大きいですね。
0x000cfd1e でも、これって何かに
0x000cfd33 似ていますね。
0x000cfd42 てゆーか巨大兵器？
0x000cfd55 そういえば
0x000cfd60 ギロロさんも
0x000cfd6d 同じような乗り物に
0x000cfd80 乗っていたような
0x000cfd91 気がします。
0x000cfd9e てゆーか姉妹製品？
0x000cfdb4 冬樹さんは、
0x000cfdc1 オカルト関係の事に
0x000cfdd4 すごく興味が
0x000cfde1 あるのです。
0x000cfdee 自分で理論を構築し、
0x000cfe03 調べるなんて
0x000cfe10 すごいです。
0x000cfe1d そして、
0x000cfe26 あの時の怪談話は、
0x000cfe39 本当に怖かったです。
0x000cfe4e てゆーか心霊現象？
0x000cfe64 夏美さんは、
0x000cfe71 運動神経がすごく
0x000cfe82 いいのです。
0x000cfe8f 学校でいろいろな
0x000cfea0 クラブに
0x000cfea9 誘われるくらい
0x000cfeb8 すごいんです。
0x000cfec7 てゆーか勧誘殺到？
0x000cfeda 私も夏美さんみたいな
0x000cfeef 魅力的な女の人に
0x000cff00 なれたらいいと
0x000cff0f 思います。
0x000cff1a てゆーか眺望絶佳？
0x000cff30 冬樹さんの
0x000cff3b お母様です。
0x000cff48 漫画の編集者をやって
0x000cff5d おられるのです。
0x000cff6e てゆーか適材適所？
0x000cff81 そして、
0x000cff8a 何よりお母様は、
0x000cff9b おじさま達ケロン人に
0x000cffb0 とても興味を
0x000cffbd 持っておられます。
0x000cffd0 何か発見は、
0x000cffdd あったのでしょうか？
0x000cfff2 てゆーか興味津々？
0x000d0008 桃華さんは、
0x000d0015 お金持ちの
0x000d0020 お嬢さまなのです。
0x000d0033 ラブラブ南海大作戦で
0x000d0048 南の島１つを簡単に
0x000d005b 買えるぐらいの
0x000d006a お金持ちなのです。
0x000d007d そして、桃華さんには
0x000d0092 もう１つの顔が
0x000d00a1 あるのです。
0x000d00ae とうとつに裏の顔が
0x000d00c1 出てくるのです。
0x000d00d2 裏桃華さんはちょっと
0x000d00e7 乱暴になるのですが
0x000d00fa 冬樹さんを思う心は、
0x000d010f 裏も表も
0x000d0118 ないようです。
0x000d0127 てゆーか表裏一体？
0x000d013c ポールさんは、
0x000d014b 桃華さんの執事さんで
0x000d0160 身の回りのお世話を
0x000d0173 してくれる
0x000d017e 人なのです。
0x000d018b そして…
0x000d0194 たまに見せる
0x000d01a1 ポールさんの目は、
0x000d01b4 数々の戦いを
0x000d01c1 してきた人の目だと
0x000d01d4 ギロロさんが
0x000d01e1 言っていました。
0x000d01f2 てゆーか質実剛健？
0x000d0208 私です。
0x000d0211 恐怖の大王とか
0x000d0220 言われています。
0x000d0231 実は１９９９年に
0x000d0242 ペコポンに来る
0x000d0251 予定でしたが、
0x000d0260 ペコポンの周りで
0x000d0271 お昼寝をしていたら、
0x000d0286 いつの間にか
0x000d0293 過ぎていたのです。
0x000d02a6 でも、ペコポンで
0x000d02b7 おじさまと再会し、
0x000d02ca 冬樹さんや夏美さんと
0x000d02df 出会い、楽しく
0x000d02ee 暮らしています。
0x000d02ff てゆーか日々発見？
0x000d0314 サブローさんは、
0x000d0325 冬樹さんに
0x000d0330 ブラックメンと
0x000d033f 間違われていました。
0x000d0354 実は…
0x000d035b おじさま達を
0x000d0368 探す手伝いを
0x000d0375 していただけ
0x000d0382 なのでした。
0x000d038f てゆーか仲間探索？
0x000d03a2 ところで
0x000d03ab サブローさんの
0x000d03ba 苗字は、
0x000d03c3 何なのでしょう。
0x000d03d4 小雪さんは、
0x000d03e1 忍者さんなのです。
0x000d03f4 忍者さんって
0x000d0401 いいですね。
0x000d040e 私もあんなふうに
0x000d041f どろろ〜んって
0x000d042e 消えてみたいな。
0x000d043f てゆーか秘伝忍法？
0x000d0452 小雪さんは、
0x000d045f 夏美さんに
0x000d046a 負けないくらいの
0x000d047b 運動神経を
0x000d0486 持っているのです。
0x000d0499 ドロロさんと一緒に
0x000d04ac 暮らしている
0x000d04b9 そうです。
0x000d04c4 てゆーか共同生活？
0x000d0514 おじさまの
0x000d051f レベル１の技です。
0x000d0532 コマンドは、
0x000d0541 なのです。
0x000d054c この技は、
0x000d0557 おじさまが
0x000d0562 あの頃の力を
0x000d056f 思い出すのです。
0x000d0580 てゆーか最強伝説？
0x000d0593 技の効果は、
0x000d05a0 一定時間無敵になり、
0x000d05b5 おじさまの能力も
0x000d05c6 上がるのです。
0x000d05d5 てゆーか能力上昇？
0x000d05e8 おじさまの
0x000d05f3 レベル２の技です。
0x000d0606 コマンドは、
0x000d0615 なのです。
0x000d0620 この技は、
0x000d062b おじさまがゲロゲロ
0x000d063e いうのです。
0x000d064b てゆーか一斉合唱？
0x000d065e 技の効果は、
0x000d066b おじさまの１つ前を
0x000d067e 走ってる人の
0x000d068b 精神ゲージを
0x000d0698 下げるのです。
0x000d06a7 てゆーか精神攻撃？
0x000d06bc おじさまの
0x000d06c7 レベル３の技です。
0x000d06da コマンドは、
0x000d06e9 なのです。
0x000d06f4 この技は、
0x000d06ff おじさまの最大奥義？
0x000d0714 なのです。
0x000d071f 威力は日向家の屋根を
0x000d0734 壊してしまうくらい
0x000d0747 すごいのです。
0x000d0756 てゆーか破壊活動？
0x000d0769 技の効果は、
0x000d0776 おじさま以外、
0x000d0785 全員に
0x000d078c 光弾を落とすのです。
0x000d07a1 当たるとＨＰが減少し
0x000d07b6 スピードが落ちて
0x000d07c7 しまいます。
0x000d07d4 てゆーか一撃必殺？
0x000d07e8 タマちゃんの
0x000d07f5 レベル１の技です。
0x000d0808 コマンドは、
0x000d0817 なのです。
0x000d0822 この技は、
0x000d082d タマちゃんが
0x000d083a キレてしまうのです。
0x000d084f てゆーか二重人格？
0x000d0862 技の効果は、
0x000d086f 一定時間無敵になり、
0x000d0884 タマちゃんの能力も
0x000d0897 上がるのです。
0x000d08a6 てゆーか能力上昇？
0x000d08bc タマちゃんの
0x000d08c9 レベル２の技です。
0x000d08dc コマンドは、
0x000d08eb なのです。
0x000d08f6 この技は、
0x000d0901 タマちゃんの
0x000d090e 代表的な技で
0x000d091b 口からエネルギーを
0x000d092e 出すのです。
0x000d093b てゆーか必殺攻撃？
0x000d094e 技の効果は、
0x000d095b タマちゃんの１つ前を
0x000d0970 走っている人に
0x000d097f 光弾を
0x000d0986 発射するのです。
0x000d0997 当たるとスピンして
0x000d09aa ＨＰが減少して
0x000d09b9 しまうのです。
0x000d09c8 てゆーか強制停止？
0x000d09dc タマちゃんの
0x000d09e9 レベル３の技です。
0x000d09fc コマンドは、
0x000d0a0b なのです。
0x000d0a16 この技は、
0x000d0a21 世界中の嫉妬を集めて
0x000d0a36 玉を大きくして
0x000d0a45 相手に
0x000d0a4c ぶつける技です。
0x000d0a5d てゆーか他力本願？
0x000d0a70 技の効果は、
0x000d0a7d タマちゃん以外、
0x000d0a8e 全員に
0x000d0a95 玉を落とすのです。
0x000d0aa8 当たるとＨＰが減少し
0x000d0abd スピードが落ちて
0x000d0ace しまいます。
0x000d0adb てゆーか上空爆撃？
0x000d0af0 ギロロさんの
0x000d0afd レベル１の技です。
0x000d0b10 コマンドは、
0x000d0b1f なのです。
0x000d0b2a この技は、
0x000d0b35 戦闘でギロロさんの
0x000d0b48 集中力が高まった時に
0x000d0b5d 全てのものが
0x000d0b6a 見えるのです。
0x000d0b79 てゆーか超能力者？
0x000d0b8c 技の効果は、
0x000d0b99 一定時間無敵になり、
0x000d0bae ギロロさんの能力も
0x000d0bc1 上がるのです。
0x000d0bd0 てゆーか能力上昇？
0x000d0be4 ギロロさんの
0x000d0bf1 レベル２の技です。
0x000d0c04 コマンドは、
0x000d0c13 なのです。
0x000d0c1e この技は、
0x000d0c29 ギロロさんが怒りに
0x000d0c3c 身を任せライフルを
0x000d0c4f 乱射するのです。
0x000d0c60 てゆーか怒り心頭？
0x000d0c73 技の効果は、
0x000d0c80 一定時間
0x000d0c89 ギロロさんの前を
0x000d0c9a 走る人にライフルを
0x000d0cad 撃ち続けるのです。
0x000d0cc0 弾に当たると、
0x000d0ccf ＨＰが減少し
0x000d0cdc 爆発で
0x000d0ce3 飛んでしまいます。
0x000d0cf6 てゆーか閃光発射？
0x000d0d0c ギロロさんの
0x000d0d19 レベル３の技です。
0x000d0d2c コマンドは、
0x000d0d3b なのです。
0x000d0d46 この技は、
0x000d0d51 ギロロさんの
0x000d0d5e 持っている
0x000d0d69 大きなバズーカを
0x000d0d7a 撃つのです。
0x000d0d87 てゆーか巨砲主義？
0x000d0d9a 技の効果は、
0x000d0da7 ギロロさん以外、
0x000d0db8 全員に
0x000d0dbf バズーカの
0x000d0dca 弾を撃つのです。
0x000d0ddb 当たるとＨＰが減少し
0x000d0df0 スピードが落ちて
0x000d0e01 しまいます。
0x000d0e0e てゆーか百発百中？
0x000d0e24 クルルさんの
0x000d0e31 レベル１の技です。
0x000d0e44 コマンドは、
0x000d0e53 なのです。
0x000d0e5e クルルさんの陰の力は、
0x000d0e75 クルルさんにとって
0x000d0e88 力の素と
0x000d0e91 なっているのです。
0x000d0ea4 てゆーか根暗陰湿？
0x000d0eb7 技の効果は、
0x000d0ec4 一定時間無敵になり、
0x000d0ed9 クルルさんの能力も
0x000d0eec 上がるのです。
0x000d0efb てゆーか能力上昇？
0x000d0f10 クルルさんの
0x000d0f1d レベル２の技です。
0x000d0f30 コマンドは、
0x000d0f3f なのです。
0x000d0f4a 相手の
0x000d0f51 脳に直接イヤな音を
0x000d0f64 聞かせるのです。
0x000d0f75 てゆーか脳波直撃？
0x000d0f88 技の効果は、
0x000d0f95 クルルさんの１つ前を
0x000d0faa 走っている人の
0x000d0fb9 精神ゲージを
0x000d0fc6 下げるのです。
0x000d0fd5 てゆーか精神攻撃？
0x000d0fe8 クルルさんの
0x000d0ff5 レベル３の技です。
0x000d1008 コマンドは、
0x000d1017 なのです。
0x000d1022 クルルさんが、
0x000d1031 エネルギーのボールを
0x000d1046 出して、相手に
0x000d1055 ぶつけるのです。
0x000d1066 てゆーか光弾避球？
0x000d1079 技の効果は、
0x000d1086 クルルさん以外、
0x000d1097 全員に
0x000d109e エネルギーのボールを
0x000d10b3 当てるのです。
0x000d10c2 当たるとＨＰが減少し
0x000d10d7 スピードが落ちて
0x000d10e8 しまいます。
0x000d10f5 てゆーか光弾爆発？
0x000d1108 ドロロさんの
0x000d1115 レベル１の技です。
0x000d1128 コマンドは、
0x000d1137 なのです。
0x000d1142 ドロロさんが、
0x000d1151 イヤな過去を
0x000d115e 思い出して
0x000d1169 内なる世界に
0x000d1176 閉じこもって
0x000d1183 しまうのです。
0x000d1192 てゆーか内面世界？
0x000d11a5 技の効果は、
0x000d11b2 一定時間無敵になり、
0x000d11c7 ドロロさんの能力も
0x000d11da 上がるのです。
0x000d11e9 てゆーか能力上昇？
0x000d11fc ドロロさんの
0x000d1209 レベル２の技です。
0x000d121c コマンドは、
0x000d122b なのです。
0x000d1236 ドロロさんは、
0x000d1245 地球の平和のために
0x000d1258 クナイを投げて
0x000d1267 侵略者から地球を
0x000d1278 守っているのです。
0x000d128b てゆーか平和活動？
0x000d129e 技の効果は、
0x000d12ab ドロロさんが
0x000d12b8 一定時間前方に
0x000d12c7 クナイを投げます。
0x000d12da クナイに
0x000d12e3 当たるとＨＰが減少し
0x000d12f8 スピンして
0x000d1303 しまいます。
0x000d1310 てゆーか秘伝忍法？
0x000d1324 ドロロさんの
0x000d1331 レベル３の技です。
0x000d1344 コマンドは、
0x000d1353 なのです。
0x000d135e ドロロさんの
0x000d136b 必殺技で
0x000d1374 一瞬の内に
0x000d137f 相手を斬ってしまう
0x000d1392 技なのです。
0x000d139f てゆーか暗殺剣術？
0x000d13b2 技の効果は、
0x000d13bf ドロロさんの分身が
0x000d13d2 ドロロさん以外、
0x000d13e3 全員を斬ります。
0x000d13f4 斬られると、
0x000d1401 HPが減少して、
0x000d1410 スピードが
0x000d141b 落ちてしまいます。
0x000d142e てゆーか一撃必殺？
0x000d1444 すももちゃんの
0x000d1453 レベル１の技です。
0x000d1466 コマンドは、
0x000d1475 なのです。
0x000d1480 すももちゃんが
0x000d148f ステージに立つ時は、
0x000d14a4 やっぱりライトは、
0x000d14b7 必要ですよね。
0x000d14c6 てゆーか舞台演出？
0x000d14d9 技の効果は、
0x000d14e6 一定時間無敵になり、
0x000d14fb すももちゃんの能力も
0x000d1510 上がるのです。
0x000d151f てゆーか能力上昇？
0x000d1534 すももちゃんの
0x000d1543 レベル２の技です。
0x000d1556 コマンドは、
0x000d1565 なのです。
0x000d1570 すももちゃんが
0x000d157f サインをすると
0x000d158e 相手が興奮して
0x000d159d しまうのです。
0x000d15ac てゆーか芸能活動？
0x000d15bf 技の効果は、
0x000d15cc すももちゃんの
0x000d15db １つ前を
0x000d15e4 走っている人の
0x000d15f3 精神ゲージを
0x000d1600 下げるのです。
0x000d160f てゆーか精神攻撃？
0x000d1624 すももちゃんの
0x000d1633 レベル３の技です。
0x000d1646 コマンドは、
0x000d1655 なのです。
0x000d1660 すももちゃんが
0x000d166f 歌うとみなさん
0x000d167e 聞きいって
0x000d1689 しまうのです。
0x000d1698 てゆーか宇宙歌手？
0x000d16ab 技の効果は、
0x000d16b8 全員がその歌に
0x000d16c7 聞きいってしまい
0x000d16d8 スピードが落ちます。
0x000d16ed そして、
0x000d16f6 HPが減少して
0x000d1703 しまいます。
0x000d1710 てゆーか全員攻撃？
0x000d1724 おじさまＤの
0x000d1731 レベル１の技です。
0x000d1744 コマンドは、
0x000d1753 なのです。
0x000d175e おじさまＤが何かに
0x000d1771 目覚めるのです。
0x000d1782 てゆーか超能力者？
0x000d1795 技の効果は、
0x000d17a2 一定時間無敵になり、
0x000d17b7 おじさまＤの能力も
0x000d17ca 上がるのです。
0x000d17d9 てゆーか能力上昇？
0x000d17ec おじさまＤの
0x000d17f9 レベル２の技です。
0x000d180c コマンドは、
0x000d181b なのです。
0x000d1826 おじさまＤが
0x000d1833 ミサイルを撃って
0x000d1844 相手を
0x000d184b 攻撃するのです。
0x000d185c てゆーか空中爆撃？
0x000d186f 技の効果は、
0x000d187c おじさまＤの１つ前を
0x000d1891 走っている人に向けて
0x000d18a6 ミサイルを
0x000d18b1 撃つのです。
0x000d18be ミサイルに当たると
0x000d18d1 ＨＰが減少し
0x000d18de 爆発で
0x000d18e5 飛んでしまいます。
0x000d18f8 てゆーか爆発事故？
0x000d190c おじさまＤの
0x000d1919 レベル３の技です。
0x000d192c コマンドは、
0x000d193b なのです。
0x000d1946 おじさまＤの
0x000d1953 大型コンテナから
0x000d1964 ミサイルが出て
0x000d1973 相手を
0x000d197a 攻撃するのです。
0x000d198b てゆーか弾薬倉庫？
0x000d199e 技の効果は、
0x000d19ab おじさまＤ以外、
0x000d19bc 全員にミサイルを
0x000d19cd 撃つのです。
0x000d19da ミサイルに
0x000d19e5 当たるとＨＰが減少し
0x000d19fa スピードが落ちて
0x000d1a0b しまいます。
0x000d1a18 てゆーか爆発事故？
0x000d208c 通信エラーが発生しました。
0x000d20a7 今回の対戦は無効になります。
0x000d20e8 企画・原案
0x000d20f4 サンライズインタラクティブ
0x000d2110 製作総指揮
0x000d211c ふくしま　やすまさ
0x000d2130 エグゼクティブプロデューサー
0x000d2150 よしい　たかゆき
0x000d2164 チーフプロデューサー
0x000d217c つかだ　たかのり
0x000d2190 プロデューサー
0x000d21a0 しみず　やすおみ
0x000d21b4 営　業
0x000d21bc すずき　やすみ
0x000d21cc 広報・宣伝
0x000d21d8 こいど　たかし
0x000d21e8 制作協力
0x000d21f4 株式会社　サンライズ
0x000d220c 有限会社　ゼノン
0x000d2220 株式会社　シナテック
0x000d2238 スペシャルサンクス
0x000d224c もちづき　かつみ
0x000d2260 しぶや　まこと
0x000d2270 協力
0x000d2278 株式会社　フォントワークスジャパン
0x000d2d01 すももが新規追加されました。
0x000d2d1e データを保存します。
0x000d4fc1 中断データを使用します。
0x000d4fe9 中断データをクリアして
0x000d5000 保存します。
0x000d501d 中断データを保存します。
